school,year,games,wins,losses,ties,preseason_rank,postseason_rank,srs,sp_overall,sp_offense,sp_defense,first_name,last_name,hire_date
Navy,2010,13,9,4,0,,,3.9,-4.2,29.5,33.5,Ken,Niumatalolo,2007-12-08T00:00:00.000Z
Navy,2011,12,5,7,0,,,-1.6,-9.4,29.6,38,Ken,Niumatalolo,2007-12-08T00:00:00.000Z
Navy,2012,13,8,5,0,,,-6.3,-8.1,28.8,36.3,Ken,Niumatalolo,2007-12-08T00:00:00.000Z
Navy,2013,13,9,4,0,,,2.4,-0.3,33.4,33.5,Ken,Niumatalolo,2007-12-08T00:00:00.000Z
Navy,2014,13,8,5,0,,,-0.7,3.4,36.5,32.5,Ken,Niumatalolo,2007-12-08T00:00:00.000Z
Navy,2015,13,11,2,0,,18,13.5,12.1,38.9,27.8,Ken,Niumatalolo,2007-12-08T00:00:00.000Z
Navy,2016,14,9,5,0,,,2.5,6.8,39.8,33.9,Ken,Niumatalolo,2007-12-08T00:00:00.000Z
Navy,2017,13,7,6,0,,,6.1,-0.7,32.5,32.1,Ken,Niumatalolo,2007-12-08T00:00:00.000Z
Navy,2018,13,3,10,0,,,-9.7,-10.2,27.5,38.3,Ken,Niumatalolo,2007-12-08T00:00:00.000Z
Navy,2019,13,11,2,0,,20,12.9,9.9,36,25.5,Ken,Niumatalolo,2007-12-08T00:00:00.000Z
UTEP,2000,12,8,4,0,,,2.7,8.1,39.4,33.5,Gary,Nord,
UTEP,2001,11,2,9,0,,,-26.1,-28.8,23.3,44.8,Gary,Nord,
UTEP,2002,12,2,10,0,,,-27.0,-27,25.6,45.5,Gary,Nord,
UTEP,2003,13,2,11,0,,,-27.7,-31,22.9,46.1,Gary,Nord,
Nevada,2017,12,3,9,0,,,-9.2,-16.4,25.6,41.1,Jay,Norvell,2016-12-07T00:00:00.000Z
Nevada,2018,13,8,5,0,,,-3.9,-0.5,27.5,28,Jay,Norvell,2016-12-07T00:00:00.000Z
Nevada,2019,13,7,6,0,,,-12.6,-12.3,19.4,31.9,Jay,Norvell,2016-12-07T00:00:00.000Z
Memphis,2016,13,8,5,0,,,4.0,7.7,33.8,29.3,Mike,Norvell,
Memphis,2017,13,10,3,0,,25,10.5,7.8,37.6,30.6,Mike,Norvell,
Memphis,2018,14,8,6,0,,,1.2,9.2,38.8,30.5,Mike,Norvell,
Memphis,2019,14,12,2,0,,17,14.4,18,39.5,23.4,Mike,Norvell,
Northern Illinois,1998,11,2,9,0,,,-17.7,-12.6,22.3,33.3,Joe,Novak,
Northern Illinois,1999,11,5,6,0,,,-10.6,-14.5,26.5,37.7,Joe,Novak,
Northern Illinois,2000,11,6,5,0,,,1.1,5.6,40.6,36.6,Joe,Novak,
Northern Illinois,2001,11,6,5,0,,,-5.0,-2,32.1,33.9,Joe,Novak,
Northern Illinois,2002,12,8,4,0,,,0.8,4,35.7,33.3,Joe,Novak,
Northern Illinois,2003,12,10,2,0,,,1.8,-2.9,31.1,34,Joe,Novak,
Northern Illinois,2004,12,9,3,0,,,-0.2,4,39.3,36,Joe,Novak,
Northern Illinois,2005,12,7,5,0,,,6.0,5.9,34.4,28.5,Joe,Novak,
Northern Illinois,2006,13,7,6,0,,,-3.1,-2.5,22.6,25.2,Joe,Novak,
Northern Illinois,2007,12,2,10,0,,,-19.8,-17,18.7,35.1,Joe,Novak,
Arkansas,1998,12,9,3,0,,16,15.3,19.2,39.4,22.8,Houston,Nutt,
Arkansas,1999,12,8,4,0,22,17,10.7,11.4,33.6,23.7,Houston,Nutt,
Arkansas,2000,12,6,6,0,,,-1.3,5.1,31.1,27.7,Houston,Nutt,
Arkansas,2001,12,7,5,0,,,8.1,14,34.6,21.8,Houston,Nutt,
Arkansas,2002,14,9,5,0,,,10.4,15.2,34.7,21,Houston,Nutt,
Arkansas,2003,13,9,4,0,,,13.3,21,43.5,25.5,Houston,Nutt,
Arkansas,2004,11,5,6,0,,,9.6,15.4,39.7,26.7,Houston,Nutt,
Arkansas,2005,11,4,7,0,,,4.9,10.6,29,18.4,Houston,Nutt,
Arkansas,2006,14,10,4,0,,15,14.5,20.6,34.4,13.1,Houston,Nutt,
Arkansas,2007,12,8,4,0,21,,11.8,18,36.8,19,Houston,Nutt,
Ole Miss,2008,13,9,4,0,,14,15.1,17.1,35.1,19.6,Houston,Nutt,
Ole Miss,2009,13,9,4,0,8,20,14.4,16.7,31.8,15.6,Houston,Nutt,
Ole Miss,2010,12,4,8,0,,,-0.4,2.8,31.5,29.5,Houston,Nutt,
Ole Miss,2011,12,2,10,0,,,-7.6,-9.7,19.9,31.4,Houston,Nutt,
Penn State,2012,12,8,4,0,,,8.3,14.1,32.7,17,Bill,O'Brien,
Penn State,2013,12,7,5,0,,,3.2,8.9,31.6,21.6,Bill,O'Brien,
Boston College,1998,11,4,7,0,,,0.5,0,32.3,33,Tom,O'Brien,
Boston College,1999,12,8,4,0,,,0.2,0,30.4,31.1,Tom,O'Brien,
Boston College,2000,12,7,5,0,,,8.0,9.4,37.4,29.9,Tom,O'Brien,
Boston College,2001,12,8,4,0,,21,12.8,13,33.8,22.1,Tom,O'Brien,
Boston College,2002,13,9,4,0,,,10.6,11.9,35.4,25.4,Tom,O'Brien,
Boston College,2003,13,8,5,0,,,6.3,10.1,37.2,29,Tom,O'Brien,
Boston College,2004,12,9,3,0,,21,5.9,8.5,29,21.6,Tom,O'Brien,
Boston College,2005,12,9,3,0,22,18,13.4,19.2,30.4,11.2,Tom,O'Brien,
Boston College,2006,12,9,3,0,,20,11.1,14.8,29.5,14.6,Tom,O'Brien,
NC State,2007,12,5,7,0,,,-5.3,-1.1,20.6,22.4,Tom,O'Brien,
NC State,2008,13,6,7,0,,,1.9,1.8,27.4,26.8,Tom,O'Brien,
NC State,2009,12,5,7,0,,,-2.3,0.6,30.7,29.8,Tom,O'Brien,
NC State,2010,13,9,4,0,,25,12.9,9.3,29.7,20.5,Tom,O'Brien,
NC State,2011,13,8,5,0,,,-0.4,-1.1,24.5,24.4,Tom,O'Brien,
NC State,2012,12,7,5,0,,,-0.9,5.4,27.8,21.5,Tom,O'Brien,
NC State,1998,12,7,5,0,,,5.8,7.5,39.4,33.9,Mike,O'Cain,
NC State,1999,12,6,6,0,,,-0.4,-3.2,26.2,29.4,Mike,O'Cain,
Missouri,2016,12,4,8,0,,,-3.6,-1,31.2,31.3,Barry,Odom,
Missouri,2017,13,7,6,0,,,5.3,11.1,35.5,26.4,Barry,Odom,
Missouri,2018,13,8,5,0,,,18.9,20.8,41.3,21,Barry,Odom,
Missouri,2019,12,6,6,0,,,4.4,7.8,24.5,17.1,Barry,Odom,
Georgia Tech,1998,12,10,2,0,,9,13.4,14.9,42.5,30.7,George,O'Leary,
Georgia Tech,1999,12,8,4,0,11,20,13.4,14.1,46.5,35.5,George,O'Leary,
Georgia Tech,2000,12,9,3,0,,17,13.0,13.4,37.8,25.8,George,O'Leary,
Georgia Tech,2001,12,7,5,0,10,24,10.4,11,37.4,28.4,George,O'Leary,
UCF,2004,11,0,11,0,,,-23.4,-22.2,19,38.9,George,O'Leary,
UCF,2005,13,8,5,0,,,-6.0,-11.7,25.8,37.5,George,O'Leary,
UCF,2006,12,4,8,0,,,-12.2,-10.3,21.8,32.1,George,O'Leary,
UCF,2007,14,10,4,0,,,6.4,3.5,30.5,28.5,George,O'Leary,
UCF,2008,12,4,8,0,,,-11.8,-15.8,7.3,22.3,George,O'Leary,
UCF,2009,13,8,5,0,,,-0.8,-5.4,21.1,25.7,George,O'Leary,
UCF,2010,14,11,3,0,,21,5.0,5.1,28.2,22.4,George,O'Leary,
UCF,2011,12,5,7,0,,,-2.5,5.1,27,22.7,George,O'Leary,
UCF,2012,14,10,4,0,,,5.8,6.3,32,25.6,George,O'Leary,
UCF,2013,13,12,1,0,,10,9.5,12.3,38.4,27.4,George,O'Leary,
UCF,2014,13,9,4,0,,,-0.4,5.7,25.8,19.7,George,O'Leary,
UCF,2015,8,0,8,0,,,-21.0,-15.5,16.3,33.7,George,O'Leary,
Ole Miss,2005,11,3,8,0,,,-9.5,-4.2,15.7,20,Ed,Orgeron,
Ole Miss,2006,12,4,8,0,,,-3.3,-3.2,20.1,23.7,Ed,Orgeron,
Ole Miss,2007,12,3,9,0,,,-0.9,-2.7,28.1,29,Ed,Orgeron,
USC,2013,8,6,2,0,24,19,15.7,22.5,36.6,12.5,Ed,Orgeron,
LSU,2016,8,6,2,0,5,13,21.2,25.3,34.2,9,Ed,Orgeron,
LSU,2017,13,9,4,0,13,18,12.1,21.1,35.6,14,Ed,Orgeron,
LSU,2018,13,10,3,0,25,,18.3,24.2,34.8,13.4,Ed,Orgeron,
LSU,2019,15,15,0,0,6,1,34.2,33.1,48.9,17.7,Ed,Orgeron,
Akron,1998,11,4,7,0,0,0,-14.7,-14.1,25.5,36.7,Lee,Owens,
Akron,1999,11,7,4,0,0,0,-8.5,-9.8,30.8,38.3,Lee,Owens,
Akron,2000,11,6,5,0,0,0,-6.6,-7.4,32,37.3,Lee,Owens,
Akron,2001,11,4,7,0,0,0,-9.7,-10,31.5,38.9,Lee,Owens,
Akron,2002,12,4,8,0,0,0,-12.6,-14.8,29,40.2,Lee,Owens,
Akron,2003,12,7,5,0,0,0,-6.9,-12.5,35.2,42.6,Lee,Owens,
Purdue,2016,6,0,6,0,,,-12.7,-11,25.1,35.6,Gerad,Parker,
Ball State,2008,1,0,1,0,,,4.2,14.3,38.9,26.1,Stan,Parrish,
Ball State,2009,12,2,10,0,,,-17.0,-17.3,15,32.3,Stan,Parrish,
Ball State,2010,12,4,8,0,,,-20.4,-15.6,17.5,33,Stan,Parrish,
Eastern Michigan,2013,3,1,2,0,,,-32.4,-35.7,17.8,50.4,Stan,Parrish,
Florida Atlantic,2014,12,3,9,0,,,-11.0,-10.4,25.2,34.9,Charlie,Partridge,
Florida Atlantic,2015,12,3,9,0,,,-14.5,-9.8,18.8,29.3,Charlie,Partridge,
Florida Atlantic,2016,12,3,9,0,,,-20.0,-14.1,28.7,43.5,Charlie,Partridge,
Syracuse,1998,12,8,4,0,17,25,16.8,19.5,46.5,31.8,Paul,Pasqualoni,
Syracuse,1999,12,7,5,0,,,5.8,7.6,31.2,25.4,Paul,Pasqualoni,
Syracuse,2000,11,6,5,0,,,8.2,13.8,34.2,21.5,Paul,Pasqualoni,
Syracuse,2001,13,10,3,0,,14,15.7,21.9,36.9,16.5,Paul,Pasqualoni,
Syracuse,2002,12,4,8,0,,,-4.7,-3.2,35.9,38,Paul,Pasqualoni,
Syracuse,2003,12,6,6,0,,,3.3,6.5,34.2,29.5,Paul,Pasqualoni,
Syracuse,2004,12,6,6,0,,,-0.6,4.4,33.6,31.2,Paul,Pasqualoni,
Connecticut,2011,12,5,7,0,,,-1.3,-1,19.7,21.7,Paul,Pasqualoni,
Connecticut,2012,12,5,7,0,,,-5.2,-0.7,14.5,15.5,Paul,Pasqualoni,
Connecticut,2013,4,0,4,0,,,-10.2,-13.2,15.9,26.8,Paul,Pasqualoni,
Penn State,1998,12,9,3,0,13,17,16.9,22.2,35.4,14.1,Joe,Paterno,
Penn State,1999,13,10,3,0,3,11,20.6,26.1,42,17.7,Joe,Paterno,
Penn State,2000,12,5,7,0,22,,0.9,2.4,29.2,27.7,Joe,Paterno,
Penn State,2001,11,5,6,0,,,5.9,10.2,33.6,25.2,Joe,Paterno,
Penn State,2002,13,9,4,0,24,16,17.8,20.8,40.6,21.8,Joe,Paterno,
Penn State,2003,12,3,9,0,,,1.7,2.8,25.7,23.4,Joe,Paterno,
Penn State,2004,11,4,7,0,,,4.6,7.4,22.5,15.9,Joe,Paterno,
Penn State,2005,12,11,1,0,,3,23.5,29.3,38.2,9,Joe,Paterno,
Penn State,2006,13,9,4,0,19,24,7.6,12.7,24.9,12,Joe,Paterno,
Penn State,2007,13,9,4,0,17,,11.5,20.2,35.5,16,Joe,Paterno,
Penn State,2008,13,11,2,0,22,8,24.0,29.5,41.1,13.5,Joe,Paterno,
Penn State,2009,13,11,2,0,9,9,13.0,21.9,34.2,10.9,Joe,Paterno,
Penn State,2010,13,7,6,0,19,,1.8,6.6,29.2,23.5,Joe,Paterno,
Penn State,2011,9,8,1,0,,,5.1,11.5,25.2,13.3,Joe,Paterno,
TCU,2000,1,0,1,0,20,21,15.0,14.7,35.3,21.8,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2001,12,6,6,0,,,-0.6,0.4,29.2,29.2,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2002,12,10,2,0,,23,5.2,7.5,32.4,27,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2003,13,11,2,0,25,25,1.3,1.8,31.4,30.5,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2004,11,5,6,0,,,-4.2,-3.9,39.3,41.2,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2005,12,11,1,0,,11,11.8,10.5,28.3,17.7,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2006,13,11,2,0,22,22,11.4,17.3,29.2,12.7,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2007,13,8,5,0,22,,4.4,6.4,24.4,19,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2008,13,11,2,0,,7,18.1,19.2,30.5,11.8,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2009,13,12,1,0,17,6,22.4,25.6,36,11.4,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2010,13,13,0,0,6,2,22.6,25.2,39.4,15.8,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2011,13,11,2,0,14,14,10.4,15.7,37.7,23.3,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2012,13,7,6,0,20,,10.0,12.9,28.6,17.7,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2013,12,4,8,0,20,,5.8,12.4,24.9,15,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2014,13,12,1,0,,3,26.8,23.3,39.3,17.5,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2015,13,11,2,0,2,7,14.7,19,40.8,21.7,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2016,13,6,7,0,13,,4.3,11,34.5,23.4,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2017,14,11,3,0,,9,16.8,18.9,35.7,18.7,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2018,13,7,6,0,16,,4.3,6.9,25.7,16.9,Gary,Patterson,2000-12-08T00:00:00.000Z
TCU,2019,12,5,7,0,,,9.6,6.7,28.8,22.9,Gary,Patterson,2000-12-08T00:00:00.000Z
Kent State,1998,11,0,11,0,,,-33.0,-30.7,20.4,44.5,Dean,Pees,
Kent State,1999,11,2,9,0,,,-19.2,-17.7,24.7,39.5,Dean,Pees,
Kent State,2000,11,1,10,0,,,-26.3,-25,14.6,37.3,Dean,Pees,
Kent State,2001,11,6,5,0,,,-6.6,-3.8,27.4,31.1,Dean,Pees,
Kent State,2002,12,3,9,0,,,-24.0,-19.1,22.5,39.1,Dean,Pees,
Kent State,2003,12,5,7,0,,,-9.7,-12.1,33.3,41.6,Dean,Pees,
Nebraska,2003,1,1,0,0,,19,11.3,14.7,30.3,16.5,Bo,Pelini,
Nebraska,2008,13,9,4,0,,,10.1,18.9,42,23.8,Bo,Pelini,
Nebraska,2009,14,10,4,0,24,14,15.4,19.9,25.9,7.8,Bo,Pelini,
Nebraska,2010,14,10,4,0,8,20,16.7,18.8,30.8,14.3,Bo,Pelini,
Nebraska,2011,13,9,4,0,10,24,8.6,14.5,32.4,19.4,Bo,Pelini,
Nebraska,2012,14,10,4,0,17,25,8.0,20.3,39.2,19.8,Bo,Pelini,
Nebraska,2013,13,9,4,0,18,,4.3,11.6,32.3,22.8,Bo,Pelini,
Nebraska,2014,12,9,3,0,22,,13.7,13.1,33.8,21,Bo,Pelini,
Florida Atlantic,2012,12,3,9,0,,,-11.5,-17.9,18.4,33.6,Carl,Pelini,
Florida Atlantic,2013,8,2,6,0,,,-4.4,-6.6,18.9,25,Carl,Pelini,
Bowling Green,2018,5,2,3,0,,,-21.0,-22,24.7,43.9,Carl,Pelini,
Boise State,2006,13,13,0,0,,5,17.2,18.7,35.9,18.6,Chris,Petersen,
Boise State,2007,13,10,3,0,24,,6.1,13.1,36.2,24.4,Chris,Petersen,
Boise State,2008,13,12,1,0,,11,16.3,19.8,33.8,15,Chris,Petersen,
Boise State,2009,14,14,0,0,14,4,17.9,19.9,36.9,17.7,Chris,Petersen,
Boise State,2010,13,12,1,0,3,9,24.4,26.4,42.1,14.1,Chris,Petersen,
Boise State,2011,13,12,1,0,5,8,19.4,23,40.1,17.5,Chris,Petersen,
Boise State,2012,13,11,2,0,24,18,7.9,13.4,32.2,17.7,Chris,Petersen,
Boise State,2013,12,8,4,0,19,,4.9,11.3,35,25.6,Chris,Petersen,
Washington,2014,14,8,6,0,25,,8.2,7.8,28.5,21.8,Chris,Petersen,
Washington,2015,13,7,6,0,,,13.7,9.7,30.1,20.8,Chris,Petersen,
Washington,2016,14,12,2,0,14,4,27.3,26.7,40.2,13.9,Chris,Petersen,
Washington,2017,13,10,3,0,8,16,20.1,22.1,39.4,16.3,Chris,Petersen,
Washington,2018,14,10,4,0,6,,12.2,19.9,34.5,12.7,Chris,Petersen,
Washington,2019,13,8,5,0,13,,15.6,18.3,35.3,19.5,Chris,Petersen,
Louisville,2003,13,9,4,0,,,0.1,0.5,38.7,37.4,Bobby,Petrino,
Louisville,2004,12,11,1,0,,6,22.3,24,50.7,32.1,Bobby,Petrino,
Louisville,2005,12,9,3,0,12,19,15.7,20.3,41.5,21.2,Bobby,Petrino,
Louisville,2006,13,12,1,0,13,6,21.4,27.3,41.3,14.4,Bobby,Petrino,
Arkansas,2008,12,5,7,0,,,-0.9,4.8,32.3,25.8,Bobby,Petrino,
Arkansas,2009,13,8,5,0,,,16.5,16,38,21.1,Bobby,Petrino,
Arkansas,2010,13,10,3,0,17,12,18.8,27.1,44.8,19.3,Bobby,Petrino,
Arkansas,2011,13,11,2,0,15,5,16.1,21.6,39.5,19.9,Bobby,Petrino,
Western Kentucky,2013,12,8,4,0,,,-5.6,-3.1,30.5,33.5,Bobby,Petrino,
Louisville,2014,13,9,4,0,,24,11.6,17,34,16.7,Bobby,Petrino,
Louisville,2015,13,8,5,0,,,8.3,13.2,33.4,20,Bobby,Petrino,
Louisville,2016,13,9,4,0,19,21,17.3,22.9,40.8,17.7,Bobby,Petrino,
Louisville,2017,13,8,5,0,16,,13.3,19.2,43.3,24.9,Bobby,Petrino,
Western Kentucky,2018,10,2,8,0,,,-15.2,-16.1,17.9,31.8,Bobby,Petrino,
Idaho,2013,12,1,11,0,,,-24.8,-35.6,13.6,48.4,Paul,Petrino,
Idaho,2014,11,1,10,0,,,-22.6,-17.4,24.6,41.4,Paul,Petrino,
Idaho,2015,12,4,8,0,,,-18.7,-12.2,30.7,44.4,Paul,Petrino,
Idaho,2016,13,9,4,0,,,-4.1,-8.6,24.7,34.9,Paul,Petrino,
Idaho,2017,12,4,8,0,,,-14.9,-12.4,18.7,30.2,Paul,Petrino,
Kentucky,2010,13,6,7,0,,,3.2,6,34.6,28.9,Joker,Phillips,
Kentucky,2011,12,5,7,0,,,-5.9,-5,16.4,23.1,Joker,Phillips,
Kentucky,2012,12,2,10,0,,,-7.6,-8.7,22.3,29.8,Joker,Phillips,
Toledo,1998,12,7,5,0,,,-5.2,3.7,23.7,20.5,Gary,Pinkel,
Toledo,1999,11,6,5,0,,,-4.6,-2.1,29.3,31.8,Gary,Pinkel,
Toledo,2000,11,10,1,0,,,15.5,17,35.6,20,Gary,Pinkel,
Missouri,2001,11,4,7,0,,,-5.3,-3.8,30.3,33.9,Gary,Pinkel,
Missouri,2002,12,5,7,0,,,5.8,8.5,39.4,33.3,Gary,Pinkel,
Missouri,2003,13,8,5,0,,,7.8,8.1,36.2,30.1,Gary,Pinkel,
Missouri,2004,11,5,6,0,18,,1.7,0.8,26.3,25.8,Gary,Pinkel,
Missouri,2005,12,7,5,0,,,1.5,5.7,28.9,23.2,Gary,Pinkel,
Missouri,2006,13,8,5,0,,,9.6,14.4,32.1,18.2,Gary,Pinkel,
Missouri,2007,14,12,2,0,,4,21.7,21.4,44,23,Gary,Pinkel,
Missouri,2008,14,10,4,0,6,19,16.7,24,43.8,22.3,Gary,Pinkel,
Missouri,2009,13,8,5,0,,,3.1,11.8,34.2,23.8,Gary,Pinkel,
Missouri,2010,13,10,3,0,,18,15.5,19.3,35.2,17.6,Gary,Pinkel,
Missouri,2011,13,8,5,0,21,,12.7,15,37.7,22,Gary,Pinkel,
Missouri,2012,12,5,7,0,,,6.4,3.9,25.6,21.6,Gary,Pinkel,
Missouri,2013,14,12,2,0,,5,22.4,19.3,42.6,23.1,Gary,Pinkel,
Missouri,2014,14,11,3,0,24,14,13.1,19.3,33,15.2,Gary,Pinkel,
Missouri,2015,12,5,7,0,24,,0.5,3.4,16.7,12.4,Gary,Pinkel,
Nevada,2013,12,4,8,0,,,-7.5,-16.8,25.7,42.6,Brian,Polian,
Nevada,2014,13,7,6,0,,,-2.1,-7.3,26.7,33.7,Brian,Polian,
Nevada,2015,13,7,6,0,,,-9.4,-7.1,26.9,32.6,Brian,Polian,
Nevada,2016,12,5,7,0,,,-13.7,-13,26.2,37.9,Brian,Polian,
Memphis,2010,12,1,11,0,,,-25.1,-25,13.1,38.8,Larry,Porter,
Memphis,2011,12,2,10,0,,,-27.0,-25.9,14.6,38.3,Larry,Porter,
Washington State,1998,11,3,8,0,,,-9.7,-12.1,26.8,36.3,Mike,Price,
Washington State,1999,12,3,9,0,,,-7.3,-5.7,26.7,32.4,Mike,Price,
Washington State,2000,11,4,7,0,,,2.5,5,37.2,33.7,Mike,Price,
Washington State,2001,12,10,2,0,,10,12.8,16.6,40.5,26.9,Mike,Price,
Washington State,2002,13,10,3,0,11,10,16.8,21.6,42.4,23.4,Mike,Price,
UTEP,2004,12,8,4,0,,,5.5,9,42.1,35.1,Mike,Price,
UTEP,2005,12,8,4,0,,,-6.5,2.4,31.1,28.7,Mike,Price,
UTEP,2006,12,5,7,0,,,-10.0,-6.2,25.9,32,Mike,Price,
UTEP,2007,12,4,8,0,,,-13.0,-7,32,40.6,Mike,Price,
UTEP,2008,12,5,7,0,,,-7.5,-2.7,33.8,38.8,Mike,Price,
UTEP,2009,12,4,8,0,,,-9.4,-5.7,31,36.1,Mike,Price,
UTEP,2010,13,6,7,0,,,-12.6,-11.2,23.3,33.9,Mike,Price,
UTEP,2011,12,5,7,0,,,-9.1,-4.1,26.8,31.9,Mike,Price,
UTEP,2012,12,3,9,0,,,-12.0,-16.1,21.1,36.6,Mike,Price,
UTEP,2017,7,0,7,0,,,-28.9,-27.4,12.8,38.7,Mike,Price,
Kansas State,2006,13,7,6,0,,,0.3,5.8,23.9,19.7,Ron,Prince,
Kansas State,2007,12,5,7,0,,,4.7,17.5,37.6,21.5,Ron,Prince,
Kansas State,2008,12,5,7,0,,,-4.9,6,35.3,30.3,Ron,Prince,
Marshall,1998,13,12,1,0,,,0.4,8.3,32.9,26.3,Bob,Pruett,
Marshall,1999,13,13,0,0,,10,14.4,21,36.5,16.9,Bob,Pruett,
Marshall,2000,13,8,5,0,,,-2.0,4,31.9,29,Bob,Pruett,
Marshall,2001,13,11,2,0,,,7.0,15.4,46.6,34.9,Bob,Pruett,
Marshall,2002,13,11,2,0,19,24,0.1,0.5,35.9,35.4,Bob,Pruett,
Marshall,2003,12,8,4,0,,,1.9,5.4,33.2,29.5,Bob,Pruett,
Marshall,2004,12,6,6,0,,,-4.0,1.2,28.8,28.1,Bob,Pruett,
Tennessee,2018,12,5,7,0,,,0.9,5.5,33.4,28.9,Jeremy,Pruitt,
Tennessee,2019,13,8,5,0,,,3.5,10.8,27.8,17.4,Jeremy,Pruitt,
Buffalo,2010,12,2,10,0,,,-26.9,-27,6.5,31.5,Jeff,Quinn,
Buffalo,2011,12,3,9,0,,,-15.7,-19.5,17.7,35.8,Jeff,Quinn,
Buffalo,2012,12,4,8,0,,,-13.6,-16.3,14.2,29.4,Jeff,Quinn,
Buffalo,2013,13,8,5,0,,,-0.6,-9,22.3,30.4,Jeff,Quinn,
Buffalo,2014,7,3,4,0,,,-13.6,-7.7,27.1,33.5,Jeff,Quinn,
Tulsa,1998,11,4,7,0,,,-4.8,-3.8,23.6,27.4,David,Rader,
Tulsa,1999,11,2,9,0,,,-22.9,-25.5,22,42.5,David,Rader,
Eastern Michigan,1998,11,3,8,0,,,-20.0,-17,22.9,37.5,Rick,Rasnick,
Eastern Michigan,1999,11,4,7,0,,,-13.6,-14.3,26.3,37.2,Rick,Rasnick,
Iowa State,2009,13,7,5,0,,,-2.7,1,26.5,27,Paul,Rhoads,
Iowa State,2010,12,5,7,0,,,-2.2,-5.7,20.2,25,Paul,Rhoads,
Iowa State,2011,13,6,7,0,,,2.4,-0.4,24.8,25,Paul,Rhoads,
Iowa State,2012,13,6,7,0,,,6.8,4.4,26.5,23.6,Paul,Rhoads,
Iowa State,2013,12,3,9,0,,,-1.8,-3.8,25.7,29.7,Paul,Rhoads,
Iowa State,2014,12,2,10,0,,,-4.7,-7.9,21.7,30.2,Paul,Rhoads,
Iowa State,2015,12,3,9,0,,,-2.2,-0.3,31.2,33.7,Paul,Rhoads,
Temple,2013,12,2,10,0,,,-8.5,-10.7,27.6,37,Matt,Rhule,
Temple,2014,12,6,6,0,,,-4.1,-4.7,15.8,18.9,Matt,Rhule,
Temple,2015,14,10,4,0,,,7.4,6,26.4,20.6,Matt,Rhule,
Temple,2016,13,10,3,0,,,7.8,11.9,31.5,19.8,Matt,Rhule,
Baylor,2017,12,1,11,0,,,-4.2,-1.4,26.9,29,Matt,Rhule,
Baylor,2018,13,7,6,0,,,2.6,2,33.1,30.3,Matt,Rhule,
Baylor,2019,14,11,3,0,,13,14.7,17.8,34.7,17.3,Matt,Rhule,
Georgia,2001,12,8,4,0,,22,12.3,13.3,34.2,22.2,Mark,Richt,
Georgia,2002,14,13,1,0,8,3,20.8,25.2,39.9,15.9,Mark,Richt,
Georgia,2003,14,11,3,0,11,7,18.7,26.5,37.2,11.3,Mark,Richt,
Georgia,2004,12,10,2,0,3,7,16.4,21.8,35.2,14.1,Mark,Richt,
Georgia,2005,13,10,3,0,13,10,16.1,22.3,36.1,13.8,Mark,Richt,
Georgia,2006,13,9,4,0,15,23,10.6,17.8,28.7,11.3,Mark,Richt,
Georgia,2007,13,11,2,0,13,2,19.0,23.6,38.7,16.6,Mark,Richt,
Georgia,2008,13,10,3,0,1,13,12.9,20.9,39.2,18.3,Mark,Richt,
Georgia,2009,13,8,5,0,13,,9.8,19.1,33.6,16.8,Mark,Richt,
Georgia,2010,13,6,7,0,23,,10.6,22.2,41,20.9,Mark,Richt,
Georgia,2011,14,10,4,0,19,19,12.5,22.9,32.7,10.3,Mark,Richt,
Georgia,2012,14,12,2,0,6,5,22.2,28,44.9,16.6,Mark,Richt,
Georgia,2013,13,8,5,0,5,,15.1,25.1,44.9,21.8,Mark,Richt,
Georgia,2014,13,10,3,0,12,9,23.7,27.6,44.2,16.8,Mark,Richt,
Georgia,2015,12,9,3,0,9,,10.3,16.8,28.6,10.7,Mark,Richt,
Miami,2016,13,9,4,0,,20,16.8,18.6,34.1,17.3,Mark,Richt,
Miami,2017,13,10,3,0,18,13,15.8,17.4,35.3,17,Mark,Richt,
Miami,2018,13,7,6,0,8,,6.9,12.7,29.3,15.8,Mark,Richt,
Oklahoma,2017,14,12,2,0,7,3,22.7,25.5,49.8,24.2,Lincoln,Riley,2017-06-07T00:00:00.000Z
Oklahoma,2018,14,12,2,0,7,,21.4,24.9,54,30,Lincoln,Riley,2017-06-07T00:00:00.000Z
